1,1
2,0
3,1
4,1
5,0
6,0
7,1
8,1
9,1
10,0
11,0
12,1
13,0
14,0
15,1
16,1
17,0
18,1
19,1
20,0
21,1
22,1
23,0
24,0
25,1
26,1
27,0
28,0
29,0
30,1
31,0
32,1
33,0
34,1
35,0
36,0
37,1
38,1
39,1
40,1
41,1
42,1
43,0
44,1
45,1
46,0
47,1
48,1
49,0
50,0
51,0
52,0
53,0
54,0
55,1
56,0
57,0
58,1
59,0
60,0
61,0
62,0
63,1
64,0
65,0
66,0
67,0
68,1
69,0
70,1
71,0
72,1
73,0
74,1
75,0
76,0
77,1
78,1
79,1
80,1
81,0
82,1
83,1
84,1
85,1
86,0
87,1
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,1
96,0
97,1
98,0
99,1
100,0
101,1
102,1
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,1
111,1
112,0
113,0
114,0
115,1
116,1
117,0
118,0
119,1
120,0
121,1
122,0
123,1
124,0
125,0
126,1
127,1
128,1
129,0
130,0
131,0
132,0
133,1
134,1
135,1
136,0
137,1
138,1
139,0
140,0
141,1
142,1
143,0
144,1
145,0
146,0
147,0
148,1
149,0
150,0
151,0
152,1
153,1
154,0
155,0
156,0
157,1
158,1
159,1
160,0
161,1
162,0
163,1
164,0
165,0
166,1
167,0
168,1
169,0
170,1
171,1
172,0
173,1
174,1
175,0
176,0
177,1
178,0
179,0
180,1
181,0
182,0
183,0
184,0
185,1
186,0
187,1
188,0
189,1
190,0
191,1
192,1
193,0
194,1
195,0
196,0
197,1
198,1
199,1
200,1
201,0
202,0
203,0
204,1
205,0
206,0
207,0
208,0
209,1
210,0
211,0
212,0
213,1
214,1
215,1
216,0
217,1
218,0
219,0
220,0
221,1
222,1
223,1
224,1
225,1
226,1
227,0
228,1
229,0
230,0
231,1
232,0
233,0
234,0
235,1
236,0
237,0
238,0
239,0
240,1
241,1
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,1
253,1
254,1
255,0
256,1
257,0
258,0
259,0
260,1
261,0
262,0
263,1
264,1
265,1
266,0
267,1
268,0
269,1
270,0
271,0
272,1
273,1
274,1
275,0
276,0
277,1
278,0
279,1
280,0
281,1
282,0
283,1
284,1
285,1
286,0
287,1
288,1
289,1
290,1
291,1
292,1
293,0
294,0
295,0
296,1
297,0
298,0
299,0
300,0
301,1
302,0
303,1
304,0
305,0
306,1
307,1
308,1
309,1
310,1
311,0
312,1
313,1
314,1
315,1
316,1
317,1
318,1
319,0
320,0
321,0
322,0
323,0
324,1
325,0
326,1
327,1
328,0
329,0
330,1
331,0
332,0
333,1
334,1
335,0
336,0
337,1
338,0
339,1
340,0
341,0
342,1
343,0
344,1
345,1
346,0
347,0
348,0
349,1
350,1
351,1
352,1
353,1
354,0
355,0
356,0
357,1
358,0
359,1
360,1
361,0
362,1
363,0
364,1
365,0
366,0
367,1
368,1
369,0
370,0
371,0
372,0
373,0
374,1
375,0
376,1
377,0
378,0
379,1
380,0
381,1
382,0
383,0
384,0
385,1
386,0
387,1
388,1
389,1
390,1
391,0
392,1
393,1
394,0
395,0
396,0
397,0
398,0
399,1
400,1
401,0
402,0
403,1
404,1
405,1
406,0
407,0
408,1
409,0
410,1
411,0
412,1
413,1
414,0
415,0
416,1
417,0
418,1
419,0
420,0
421,1
422,1
423,0
424,0
425,0
426,0
427,0
428,1
429,1
430,0
431,1
432,1
433,1
434,1
435,1
436,1
437,0
438,0
439,0
440,1
441,1
442,1
443,1
444,1
445,0
446,0
447,1
448,1
449,0
450,1
451,1
452,0
453,1
454,0
455,0
456,1
457,0
458,1
459,1
460,0
461,1
462,1
463,1
464,1
465,0
466,1
467,0
468,1
469,0
470,1
471,1
472,1
473,0
474,1
475,0
476,0
477,1
478,0
479,1
480,1
481,0
482,0
483,1
484,0
485,0
486,1
487,0
488,0
489,0
490,0
491,0
492,0
493,1
494,0
495,0
496,1
497,0
498,1
499,0
500,1
501,0
502,0
503,1
504,1
505,1
506,0
507,1
508,0
509,1
510,0
511,0
512,0
513,1
514,1
515,0
516,0
517,1
518,1
519,1
520,0
521,0
522,1
523,0
524,1
525,0
526,0
527,0
528,0
529,0
530,0
531,1
532,1
533,1
534,0
535,1
536,1
537,0
538,1
539,0
540,1
541,0
542,0
543,0
544,0
545,0
546,1
547,1
548,0
549,1
550,0
551,1
552,1
553,0
554,0
555,0
556,1
557,0
558,0
559,1
560,1
561,1
562,0
563,1
564,1
565,0
566,1
567,1
568,1
569,1
570,0
571,1
572,0
573,1
574,0
575,0
576,1
577,1
578,0
579,1
580,1
581,1
582,1
583,1
584,1
585,1
586,0
587,0
588,0
589,1
590,0
591,0
592,1
593,0
594,1
595,1
596,1
597,1
598,0
599,0
600,1
601,0
602,1
603,0
604,0
605,0
606,1
607,1
608,0
609,1
610,1
611,1
612,0
613,1
614,1
615,1
616,0
617,0
618,0
619,0
620,1
621,0
622,1
623,0
624,0
625,1
626,0
627,1
628,0
629,1
630,0
631,0
632,0
633,1
634,0
635,1
636,1
637,0
638,1
639,1
640,0
641,0
642,0
643,1
644,1
645,0
646,1
647,1
648,1
649,1
650,0
651,0
652,1
653,1
654,0
655,1
656,1
657,0
658,1
659,0
660,1
661,1
662,1
663,0
664,1
665,1
666,0
667,1
668,0
669,1
670,1
671,0
672,1
673,0
674,0
675,0
676,1
677,0
678,1
679,1
680,0
681,0
682,1
683,1
684,1
685,1
686,0
687,0
688,1
689,1
690,0
691,1
692,1
693,0
694,0
695,1
696,1
697,0
698,1
699,1
700,1
701,1
702,1
703,0
704,1
705,0
706,1
707,0
708,1
709,1
710,1
711,1
712,0
713,1
714,1
715,1
716,0
717,1
718,0
719,1
720,0
721,1
722,1
723,1
724,0
725,1
726,1
727,0
728,0
729,1
730,1
731,1
732,1
733,1
734,0
735,1
736,1
737,1
738,1
739,1
740,1
741,0
742,0
743,0
744,0
745,1
746,0
747,1
748,0
749,0
750,0
751,1
752,1
753,0
754,0
755,1
756,0
757,1
758,1
759,0
760,1
761,0
762,0
763,1
764,1
765,0
766,0
767,1
768,0
769,0
770,0
771,0
772,1
773,1
774,0
775,0
776,0
777,1
778,1
779,1
780,0
781,0
782,0
783,1
784,0
785,1
786,1
787,1
788,1
789,0
790,1
791,1
792,0
793,0
794,0
795,1
796,0
797,1
798,0
799,0
800,0
801,0
802,0
803,0
804,1
805,0
806,0
807,1
808,1
809,1
810,0
811,1
812,1
813,0
814,1
815,0
816,0
817,0
818,0
819,1
820,0
821,1
822,1
823,0
824,1
825,1
826,1
827,0
828,0
829,1
830,0
831,1
832,0
833,1
834,1
835,1
836,1
837,1
838,1
839,0
840,0
841,0
842,0
843,1
844,1
845,0
