1,44881
2,27017
3,21994
4,37129
5,27414
6,18031
7,55214
8,18541
9,15254
10,58996
11,61396
12,50233
13,62533
14,16834
15,33705
16,27724
17,46705
18,44196
19,7936
20,5856
21,29618
22,47234
23,37021
24,40468
25,61366
26,35342
27,54165
28,40337
29,51764
30,833
31,57793
32,1684
33,18329
34,41036
35,23396
36,37192
37,23644
38,57027
39,17488
40,61258
41,11724
42,57323
43,21654
44,9384
45,10495
46,37728
47,32709
48,46626
49,21698
50,11463
51,26682
52,44736
53,22774
54,14149
55,1185
56,12392
57,42032
58,1705
59,303
60,28321
61,7992
62,47397
63,26636
64,48910
65,36871
66,8946
67,32913
68,34005
69,11467
70,36281
71,42937
72,46053
73,55824
74,64852
75,30489
76,36348
77,36239
78,57390
79,18078
80,39387
81,54460
82,48329
83,64345
84,59577
85,39418
86,18949
87,53772
88,21914
89,49604
90,4728
91,28702
92,3182
93,50423
94,31818
95,65103
96,48897
97,54243
98,49361
99,45084
100,50521
101,25375
102,48198
103,32544
104,23488
105,61491
106,10894
107,6233
108,32206
109,5560
110,3958
111,37831
112,45521
113,38559
114,39387
115,56704
116,50933
117,20826
118,34035
119,12251
120,11389
121,60690
122,1995
123,49714
124,40875
125,56585
126,51803
127,18353
128,12121
129,46192
130,58466
131,39718
132,35826
133,58344
134,64935
135,50082
136,43594
137,30471
138,19850
139,39914
140,25707
141,39109
142,6702
143,16166
144,55948
145,31273
146,48170
147,63797
148,33010
149,57683
150,19239
151,54758
152,4375
153,43025
154,20116
155,22612
156,24127
157,1488
158,47739
159,33328
160,44517
161,5080
162,29979
163,53932
164,33593
165,4592
166,47869
167,16821
168,41612
169,21525
170,34153
171,11572
172,44494
173,18789
174,7719
175,31700
176,35034
177,9641
178,2280
179,21540
180,27964
181,15362
182,31357
183,29662
184,10183
185,25178
186,32754
187,46687
188,66
189,25291
190,45193
191,37452
192,44653
193,36610
194,27594
195,32241
196,19586
197,42673
198,65003
199,3582
200,45500
201,39928
202,49935
203,59649
204,51726
205,6131
206,64321
207,11894
208,5769
209,43988
210,2101
211,4609
212,20653
213,47094
214,56482
215,43862
216,57343
217,2013
218,38592
219,52585
220,25150
221,21973
222,58048
223,19921
224,19272
225,62659
226,13328
227,8367
228,30993
229,13940
230,25978
231,20508
232,50545
233,32365
234,29516
235,62053
236,29951
237,4997
238,32611
239,19306
240,34699
241,29872
242,41037
243,65409
244,45312
245,38224
246,30975
247,42667
248,44064
249,43733
250,11903
251,38706
252,31715
253,17239
254,10979
255,26450
256,9405
257,51200
258,34121
259,58634
260,25641
261,16923
262,54541
263,50256
264,30274
265,2364
266,14041
267,60502
268,43733
269,47821
270,40126
271,9715
272,15119
273,8697
274,58686
275,45632
276,14142
277,58305
278,38217
279,29126
280,27048
281,8940
282,4225
283,19316
284,30212
285,11407
286,13368
287,36220
288,25852
289,43244
290,63008
291,48883
292,38359
293,61713
294,19263
295,63898
296,2958
297,43222
298,30872
299,35850
300,46878
301,44722
302,43202
303,8665
304,53662
305,32326
306,11349
307,1211
308,19014
309,40624
310,64197
311,25737
312,45900
313,14204
314,50064
315,3140
316,60791
317,63825
318,4289
319,37295
320,50883
321,9252
322,3788
323,18784
324,34361
325,7473
326,14999
327,44343
328,60243
329,29992
330,27129
331,1978
332,46396
333,46975
334,24834
335,5774
336,44120
337,31221
338,64867
339,13003
340,35555
341,24038
342,16992
343,50234
344,62934
345,23330
346,28022
347,19989
348,43431
349,35409
350,17729
351,61796
352,53469
353,36508
354,62882
355,21033
356,32563
357,8867
358,9388
359,11424
360,60894
361,33339
362,12135
363,44961
364,63084
365,49026
366,63039
367,26925
368,37296
369,1534
370,37775
371,30064
372,37520
373,54813
374,41507
375,3774
376,41638
377,10461
378,34686
379,30551
380,18912
381,26693
382,29698
383,55437
384,17273
385,30568
386,8190
387,2020
388,6822
389,23144
390,58429
391,55500
392,63797
393,1797
394,8041
395,33948
396,24580
397,41903
398,4787
399,58739
400,51405
401,31744
402,58844
403,51593
404,56904
405,43869
406,61109
407,16873
408,33171
409,28874
410,4058
411,14443
412,4668
413,56186
414,65188
415,28467
416,34498
417,45003
418,64813
419,22962
420,43963
421,40512
422,19016
423,46111
424,51631
425,25396
426,22164
427,16771
428,33923
429,18958
430,38038
431,58501
432,40700
433,18607
434,34241
435,10497
436,48112
437,40977
438,52486
439,38436
440,58706
441,13302
442,50480
443,5453
444,14850
445,36921
446,36496
447,23849
448,38536
449,22774
450,57012
451,43955
452,52619
453,40277
454,40147
455,19326
456,11809
457,2380
458,24681
459,45742
460,40365
461,16187
462,3282
463,57783
464,12860
465,13120
466,34057
467,6528
468,64541
469,15648
470,24133
471,11078
472,26629
473,53648
474,50691
475,4788
476,43914
477,32624
478,64681
479,34157
480,40916
481,19056
482,19395
483,34358
484,32685
485,29032
486,12650
487,40882
488,35644
489,34943
490,53079
491,38978
492,24007
493,53019
494,7974
495,16260
496,5099
497,61077
498,3530
499,42577
500,37799
501,32469
502,52067
503,64001
504,42596
505,13425
506,1921
507,39678
508,11409
509,60270
510,16528
511,46433
512,46751
513,32895
514,48006
515,42843
516,39465
517,44838
518,10279
519,59374
520,3919
521,21158
522,51122
523,4768
524,47899
525,6595
526,21585
527,26054
528,14168
529,63452
530,38845
531,6471
532,4977
533,7316
534,271
535,16282
536,2210
537,21914
538,34510
539,64373
540,22159
541,51997
542,45330
543,51831
544,29538
545,35818
546,50313
547,1657
548,46688
549,47222
550,16008
551,9482
552,24765
553,55117
554,53113
555,30691
556,57922
557,43663
558,22784
559,64102
560,19913
561,25476
562,40849
563,56368
564,44669
565,41303
566,44871
567,41722
568,39252
569,21320
570,29552
571,48278
572,63074
573,12851
574,4230
575,33029
576,20537
577,37687
578,20011
579,13365
580,22972
581,63561
582,6837
583,36366
584,6762
585,52300
586,8978
587,44010
588,63344
589,2016
590,41206
591,62753
592,24588
593,37669
594,33613
595,64281
596,40003
597,56486
598,42624
599,26184
600,42168
601,54981
602,63506
603,42305
604,39222
605,26940
606,23014
607,24354
608,20745
609,15545
610,57841
611,56757
612,49736
613,33248
614,14286
615,58248
616,28190
617,10344
618,34977
619,9699
620,18627
621,53172
622,33263
623,10591
624,31112
625,22180
626,61302
627,42464
628,24532
629,48757
630,42851
631,15309
632,24377
633,62123
634,50068
635,49691
636,4574
637,47630
638,16556
639,2160
640,6931
641,29809
642,5142
643,1264
644,17782
645,62662
646,47268
647,63571
648,65382
649,16450
650,37275
